a,b,link_id,link_id2,distance,dircode,time,congtime,area_type,facl_type,num_lanes,capacity,twoway,location,screenline,zone,constructn,ccc,evac,corridor,c_segment,cosite,aadt,pswadt,auto,lt_trk,hy_trk,pddir_cnt,pdtrk_dir,dir_count,dltrk_dir,vol_total,trk_vol,vht,cht,vht1,cht1,trk_pct,spd_lnk,spd_lnk2,speed_org,speed_cng,uroadfactor,confactor,anode,bnode
7679,7654,767907654,0767907654,.21,2,.29,.35,31,75,2,6392,0,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,5283.79,566,25.54,0,31.19,37.73,10.71,0,0,45,36.34,.75,.4521,7654,7679
7680,7672,767207680,0767207680,.13,1,.31,.31,31,47,1,938,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,212.45,0,1.1,0,1.1,4.85,0,0,0,24,24.35,.85,.4521,7672,7680
7680,7685,768007685,0768007685,.12,2,.31,.31,31,47,1,938,2,1,99,0,0,0,0,0,0,HI_322980,0,0,0,0,0,0,0,0,0,235.45,5,1.22,0,1.22,4.85,2.12,0,0,24,24.03,.85,.4521,7680,7685
7681,7625,762507681,0762507681,1.04,1,2.49,2.58,31,46,1,985,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,589.65,33,24.47,0,25.37,42.38,5.6,5447,0,25,24.1,.85,.4521,7625,7681
7681,7717,768107717,0768107717,.75,2,1.8,2.01,31,46,1,985,2,1,99,0,0,0,0,0,0,HI_880005,0,0,0,0,0,0,0,0,0,785.48,18,23.56,0,26.31,32.98,2.29,5445,0,25,22.36,.85,.4521,7681,7717
7682,7643,764307682,0764307682,.43,1,.72,.8,31,32,1,2097,2,1,99,0,0,1,1,564,1564001,X,0,0,0,0,0,0,0,0,0,1478.85,135,17.75,0,19.83,28.11,9.13,0,0,36,32.3,.75,.4521,7643,7682
7682,7718,768207718,0768207718,.34,2,.56,.59,31,32,1,2097,2,1,99,0,0,1,1,564,1564002,X,0,0,0,0,0,0,0,0,0,1225.1,114,11.43,0,12.07,20.65,9.31,0,0,36,34.32,.75,.4521,7682,7718
7683,7652,768307652,0768307652,.21,2,.2,.24,31,12,3,13672,0,1,99,0,0,1,1,55,1055001,X,0,0,0,0,0,0,0,0,0,10535.21,1281.7,35.12,0,42.49,55.14,12.17,0,0,65,53.26,.7,.4521,7652,7683
7684,7652,768407652,0768407652,.38,1,.51,.62,31,75,1,3196,0,1,99,0,0,0,0,0,0,FD_102728,0,0,0,0,0,0,0,0,0,2612.63,574,22.21,0,26.91,32.92,21.97,0,0,45,36.86,.75,.4521,7652,7684
7684,7756,768407756,0768407756,.61,1,.82,.82,31,75,1,3196,0,1,99,0,0,0,0,0,0,FD_102730,0,0,0,0,0,0,0,0,0,508.99,94,6.96,0,6.96,43.69,18.47,0,0,45,44.95,.75,.4521,7684,7756
7685,7680,768007685,0768007685,.12,1,.31,.31,31,47,1,938,2,1,99,0,0,0,0,0,0,HI_322980,0,0,0,0,0,0,0,0,0,371.45,9,1.92,0,1.93,4.88,2.42,0,0,24,23.89,.85,.4521,7680,7685
7685,7689,768507689,0768507689,.05,2,.13,.13,31,47,1,938,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,236.18,5,.51,0,.51,2.03,2.12,0,0,24,24.02,.85,.4521,7685,7689
7686,7612,761207686,0761207686,.5,1,.96,.96,31,42,1,1715,2,1,18,0,0,0,0,0,0,HI_240009,0,0,0,0,0,0,0,0,0,251.87,37,4.03,0,4.03,27.45,14.69,0,0,31,31.07,.85,.4521,7612,7686
7686,7718,768607718,0768607718,.18,2,.35,.35,31,42,1,1715,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,766.99,46,4.47,0,4.53,10.12,6,0,0,31,30.42,.85,.4521,7686,7718
7687,7667,766707687,0766707687,.11,1,.2,.21,31,24,2,2752,2,1,99,0,0,0,0,525,1525001,X,0,0,0,0,0,0,0,0,0,1307.59,81,4.36,0,4.53,9.55,6.19,0,1302,34,32.87,.75,.4521,7667,7687
7687,7709,768707709,0768707709,.13,2,.23,.23,31,24,2,2752,2,1,99,0,0,0,0,525,1525001,HI_220095,15500,16500,0,0,0,1126,0,8577,0,951.37,66,3.65,4.32,3.7,10.69,6.94,0,1302,34,33.8,.75,.4521,7687,7709
7688,7670,767007688,0767007688,.28,1,.44,.58,42,23,3,5306,2,1,99,0,0,0,0,515,1515006,X,0,0,0,0,0,0,0,0,0,4586.22,352,33.63,0,44.68,51.7,7.68,0,306,38,28.89,.75,.4521,7670,7688
7688,7709,768807709,0768807709,.33,2,.52,.64,42,23,3,5306,2,1,99,0,0,0,0,515,1515006,X,0,0,0,0,0,0,0,0,0,4189.69,397,36.31,0,45,57,9.48,0,306,38,30.87,.75,.4521,7688,7709
7689,7685,768507689,0768507689,.05,1,.13,.13,31,47,1,938,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,403.79,9,.87,0,.88,2.05,2.23,0,0,24,23.81,.85,.4521,7685,7689
7689,7692,768907692,0768907692,.05,2,.12,.12,31,47,1,938,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,236.12,5,.47,0,.47,1.88,2.12,0,0,24,23.87,.85,.4521,7689,7692
7690,7661,766107690,0766107690,.5,1,1.12,1.21,31,45,1,1231,2,1,20,0,0,0,0,0,0,HI_327470,0,0,0,0,0,0,0,0,0,884.99,11,16.52,0,17.79,24.74,1.24,0,0,27,25.1,.85,.4521,7661,7690
7690,7704,769007704,0769007704,.19,2,.42,.46,31,45,1,1231,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,938.55,11,6.57,0,7.21,9.45,1.17,0,0,27,24.69,.85,.4521,7690,7704
7690,7736,769007736,0769007736,.25,2,.56,.56,31,45,1,1231,2,1,99,0,0,1,1,0,0,X,0,0,0,0,0,0,0,0,0,254.69,19,2.38,0,2.38,11.49,7.46,0,0,27,27.14,.85,.4521,7690,7736
7691,7655,765507691,0765507691,.25,1,.48,.48,31,42,1,1715,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,268.87,3,2.15,0,2.15,13.72,1.12,0,0,31,30.89,.85,.4521,7655,7691
7691,7737,769107737,0769107737,.25,2,.49,.49,31,42,1,1715,2,1,99,0,0,0,0,0,0,HI_322610,0,0,0,0,0,0,0,0,0,249.79,19,2.04,0,2.04,14.01,7.61,0,0,31,30.93,.85,.4521,7691,7737
7692,7689,768907692,0768907692,.05,1,.12,.12,31,47,1,938,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,403.79,9,.81,0,.82,1.89,2.23,0,0,24,23.67,.85,.4521,7689,7692
7692,7703,769207703,0769207703,.16,2,.39,.39,31,47,1,938,2,1,99,0,0,0,0,0,0,HI_327190,0,0,0,0,0,0,0,0,0,225.21,5,1.46,0,1.47,6.1,2.22,0,0,24,24.21,.85,.4521,7692,7703
7693,7679,769307679,0769307679,.95,2,1.27,1.98,31,75,1,3196,0,1,99,0,0,0,0,0,0,FD_102729,0,0,0,0,0,0,0,0,0,3331.33,402,70.51,0,109.96,105.5,12.07,0,0,45,28.77,.75,.4521,7679,7693
7693,7764,769307764,0769307764,.5,1,.66,.83,31,75,1,3196,0,1,99,0,0,0,0,0,0,FD_102727,0,0,0,0,0,0,0,0,0,2737.94,378.05,30.12,0,37.81,44.13,13.81,0,0,45,36.08,.75,.4521,7693,7764
7694,7671,767107694,0767107694,.39,1,.61,.7,31,23,2,3317,2,1,99,0,0,0,0,0,0,HI_210024,27500,29500,0,0,0,2916,0,15378,0,2301.2,219,23.4,29.65,26.96,38.85,9.52,0,0,38,33.2,.75,.4521,7671,7694
7694,7697,769407697,0769407697,.07,2,.1,.12,31,23,2,3317,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,2365.23,192,3.94,0,4.6,6.45,8.12,0,0,38,33.45,.75,.4521,7694,7697
7695,7669,766907695,0766907695,.33,1,.64,.64,31,42,1,1715,2,1,99,0,0,0,0,0,0,HI_230258,0,0,0,0,0,0,0,0,0,343.73,19,3.67,0,3.67,18.31,5.53,0,0,31,31.15,.85,.4521,7669,7695
7695,7724,769507724,0769507724,.38,2,.73,.73,31,42,1,1715,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,662.45,20,8.06,0,8.11,21,3.02,0,0,31,30.94,.85,.4521,7695,7724
7696,7616,761607696,0761607696,.52,1,.86,1.7,31,32,1,2097,2,1,99,0,0,0,0,0,0,HI_221545,0,0,0,0,0,0,0,0,0,2510.44,184,35.98,0,71.03,59.33,7.33,0,0,36,18.24,.75,.4521,7616,7696
7696,7761,769607761,0769607761,.39,2,.64,.78,31,32,1,2097,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,1742.79,205,18.59,0,22.8,27.43,11.76,0,0,36,29.52,.75,.4521,7696,7761
7697,7657,769707657,0769707657,.25,2,.51,.53,31,71,1,3196,0,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,1772.08,12,15.06,0,15.74,28.38,.68,0,0,30,28.48,.75,.4521,7657,7697
7697,7694,769407697,0769407697,.07,1,.1,.12,31,23,2,3317,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,2381.63,222,3.97,0,4.65,6.48,9.32,0,0,38,33.33,.75,.4521,7694,7697
7697,7702,769707702,0769707702,.05,2,.09,.1,31,23,2,3317,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,1992.33,195,2.99,0,3.26,5.43,9.79,0,0,38,33.09,.75,.4521,7697,7702
7698,7657,769807657,0769807657,.25,2,.27,.3,31,92,2,6868,0,1,99,0,0,1,1,93,1093005,X,0,0,0,0,0,0,0,0,0,3647.53,20,16.41,0,17.98,33.85,.55,0,0,55,50.97,.7,.4521,7657,7698
7699,7645,764507699,0764507699,.34,1,.76,.87,31,45,1,1231,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,1031.59,13,13.07,0,14.92,17.8,1.26,0,0,27,23.58,.85,.4521,7645,7699
7699,7772,769907772,0769907772,.41,2,.92,.92,31,45,1,1231,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,352.15,15,5.4,0,5.41,18.91,4.26,0,0,27,26.9,.85,.4521,7699,7772
7700,7762,770007762,0770007762,.36,1,.39,.39,31,92,2,6868,0,1,99,0,0,1,1,93,1093006,X,0,0,0,0,0,0,0,0,0,672.33,6,4.37,0,4.37,44.65,.89,0,0,55,55.65,.7,.4521,7700,7762
7701,7676,767607701,0767607701,.25,1,.48,.48,31,42,1,1715,2,1,99,0,0,0,0,0,0,HI_325140,4500,4800,0,0,0,322,0,2135,0,310.22,30,2.48,2.58,2.48,13.73,9.67,0,0,31,31.19,.85,.4521,7676,7701
7701,7732,770107732,0770107732,.27,2,.53,.53,31,42,1,1715,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,435.27,29,3.84,0,3.85,15.17,6.66,0,0,31,30.96,.85,.4521,7701,7732
7702,7697,769707702,0769707702,.05,1,.09,.13,31,23,2,3317,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,3154.64,214,4.73,0,6.91,7.26,6.78,0,0,38,24.76,.75,.4521,7697,7702
7702,7716,770207716,0770207716,.13,2,.21,.23,31,23,2,3317,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,2115.43,188,7.4,0,8.24,12.93,8.89,0,0,38,34.18,.75,.4521,7702,7716
7702,7762,770207762,0770207762,.35,1,.69,.69,31,71,1,3196,0,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,245.8,24,2.83,0,2.83,36.76,9.76,0,0,30,30.2,.75,.4521,7702,7762
7703,7661,766107703,0766107703,.25,1,.42,.54,42,24,2,2936,2,1,99,0,0,0,0,3,1003001,X,0,0,0,0,0,0,0,0,0,2445.76,36,17.12,0,22.07,26.49,1.47,0,1003,36,28.07,.75,.4521,7661,7703
7703,7692,769207703,0769207703,.16,1,.39,.39,31,47,1,938,2,1,99,0,0,0,0,0,0,HI_327190,0,0,0,0,0,0,0,0,0,357.26,9,2.32,0,2.34,6.13,2.52,0,0,24,24.09,.85,.4521,7692,7703
7703,7722,770307722,0770307722,.26,2,.66,.66,31,47,1,938,2,1,20,0,0,0,0,0,0,HI_327210,5700,6100,0,0,0,485,0,2633,0,172.12,11,1.89,5.34,1.89,10.32,6.39,0,0,24,23.93,.85,.4521,7703,7722
7703,7744,770307744,0770307744,.25,2,.42,.47,42,24,2,2936,2,1,99,0,0,0,0,3,1003001,FD_105088,20500,22000,1172,34,21,1226,55,11657,336,1866.3,75,13.06,8.58,14.53,22.85,4.02,0,1003,36,32.01,.75,.4521,7703,7744
7704,7690,769007704,0769007704,.19,1,.42,.46,31,45,1,1231,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,924.74,15,6.47,0,7.07,9.41,1.62,0,0,27,24.81,.85,.4521,7690,7704
7704,7712,770407712,0770407712,.15,2,.34,.35,31,45,1,1231,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,753.17,10,4.27,0,4.44,7.26,1.33,0,0,27,25.6,.85,.4521,7704,7712
7706,7668,766807706,0766807706,.22,1,.52,.56,31,46,1,985,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,706.6,23,6.12,0,6.59,9.18,3.26,0,0,25,23.37,.85,.4521,7668,7706
7706,7723,770607723,0770607723,.23,2,.59,.64,31,47,1,938,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,682.71,22,6.71,0,7.26,9.97,3.22,0,0,24,22.04,.85,.4521,7706,7723
7706,7766,770607766,0770607766,.35,2,.83,.84,31,46,1,985,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,406.46,16,5.62,0,5.67,13.74,3.94,0,0,25,24.79,.85,.4521,7706,7766
7707,7633,763307707,0763307707,.48,1,.75,.85,31,23,2,3317,2,1,99,0,0,1,1,65,1065001,X,0,0,0,0,0,0,0,0,0,2231.52,268,27.89,0,31.71,47.13,12.01,0,0,38,33.5,.75,.4521,7633,7707
7707,7677,767707707,0767707707,.48,1,.93,.93,31,42,1,1715,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,366.04,16,5.67,0,5.68,26.6,4.37,0,0,31,31.1,.85,.4521,7677,7707
7707,7848,770707848,0770707848,.83,2,1.32,1.43,31,23,2,3317,2,1,99,0,0,1,1,65,1065001,X,0,0,0,0,0,0,0,0,0,1940.5,186,42.69,0,46.27,79.08,9.59,0,0,38,34.98,.75,.4521,7707,7848
7708,7624,762407708,0762407708,.58,1,1.13,1.14,31,42,1,1715,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,719.38,40,13.55,0,13.67,32.59,5.56,0,0,31,30.78,.85,.4521,7624,7708
7708,7662,766207708,0766207708,.52,1,.87,1.39,31,32,1,2097,2,1,99,0,0,1,1,28,1028002,FD_105616,0,0,0,0,0,0,0,0,0,2223.09,126,32.23,0,51.54,48.62,5.67,0,0,36,22.39,.75,.4521,7662,7708
7708,7729,770807729,0770807729,.14,2,.23,.28,31,32,1,2097,2,1,99,0,0,1,1,28,1028003,X,0,0,0,0,0,0,0,0,0,1693.24,116,6.49,0,7.8,9.66,6.85,0,0,36,29.96,.75,.4521,7708,7729
7708,7783,770807783,0770807783,.42,2,.82,.84,31,42,1,1715,2,1,18,0,0,0,0,0,0,FD_109163,0,0,0,0,0,0,0,0,0,939.32,33,12.84,0,13.17,24.05,3.51,0,0,31,30.19,.85,.4521,7708,7783
7709,7687,768707709,0768707709,.13,1,.23,.24,31,24,2,2752,2,1,99,0,0,0,0,525,1525001,HI_220095,15500,16500,0,0,0,1327,0,7923,0,1307.59,81,5.01,5.09,5.22,10.98,6.19,0,1302,34,32.92,.75,.4521,7687,7709
7709,7688,768807709,0768807709,.33,1,.52,.69,42,23,3,5306,2,1,99,0,0,0,0,515,1515006,X,0,0,0,0,0,0,0,0,0,4541.83,348,39.36,0,51.86,60.59,7.66,0,306,38,29.04,.75,.4521,7688,7709
7709,7720,770907720,0770907720,.11,2,.18,.2,42,23,3,5306,2,1,99,0,0,0,0,515,1515007,X,0,0,0,0,0,0,0,0,0,3554.83,373,10.66,0,12.1,18.06,10.49,0,307,38,32.67,.75,.4521,7709,7720
7709,7730,770907730,0770907730,.1,2,.19,.23,31,25,2,2803,2,1,99,0,0,0,0,525,1525002,X,0,0,0,0,0,0,0,0,0,2143.99,140,6.79,0,8.24,10.78,6.53,0,1301,33,26.94,.75,.4521,7709,7730
7710,7638,763807710,0763807710,.46,1,.9,1.22,31,42,1,1715,2,1,19,0,0,0,0,0,0,HI_230090,11500,12000,0,0,0,1867,0,6072,0,1811.87,25,27.18,28,36.9,34.93,1.38,0,0,31,22.74,.85,.4521,7638,7710
7710,7739,771007739,0771007739,.2,2,.5,.5,31,47,2,1898,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,660.43,14,5.5,0,5.53,15.88,2.12,0,0,24,23.92,.85,.4521,7710,7739
7710,7767,771007767,0771007767,.32,2,.62,.62,31,42,1,1715,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,199.78,20,2.06,0,2.06,17.73,10.01,0,0,31,31.25,.85,.4521,7710,7767
7711,7674,767407711,0767407711,.23,1,.44,.46,31,42,1,1715,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,1029.31,39,7.55,0,7.83,13.05,3.79,0,0,31,29.96,.85,.4521,7674,7711
7711,7752,771107752,0771107752,.27,2,.53,.55,31,42,1,1715,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,1059.73,101,9.36,0,9.75,15.79,9.53,0,0,31,29.86,.85,.4521,7711,7752
7712,7704,770407712,0770407712,.15,1,.34,.34,31,45,1,1231,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,565.84,7,3.21,0,3.25,7.06,1.24,0,0,27,26.29,.85,.4521,7704,7712
7712,7727,771207727,0771207727,.19,2,.43,.45,31,45,1,1231,2,1,99,0,0,0,0,0,0,HI_327480,2300,2400,0,0,0,201,0,1423,0,753.17,10,5.4,1.44,5.62,9.18,1.33,0,0,27,25.67,.85,.4521,7712,7727
7713,7629,762907713,0762907713,.53,1,1.03,1.34,31,42,1,1715,2,1,99,0,0,0,0,0,0,HI_221200,0,0,0,0,0,0,0,0,0,1730.56,69,29.71,0,38.55,38.21,3.99,0,0,31,23.95,.85,.4521,7629,7713
7713,7778,771307778,0771307778,.35,2,.68,.68,31,42,1,1715,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,501.25,75,5.68,0,5.69,19.48,14.96,0,0,31,30.91,.85,.4521,7713,7778
7714,7672,767207714,0767207714,.25,1,.42,.52,42,24,2,2936,2,1,99,0,0,0,0,565,1565002,FD_105061,25500,27000,2898,43,23,2964,66,13347,381,2288.96,66,16.02,20.75,19.69,25.26,2.88,0,803,36,29.36,.75,.4521,7672,7714
7714,7755,771407755,0771407755,.26,2,.43,.44,42,24,2,2936,2,1,99,0,0,0,0,565,1565002,X,0,0,0,0,0,0,0,0,0,1199.79,69,8.6,0,8.8,21.54,5.75,0,803,36,34.81,.75,.4521,7714,7755
7715,7670,767007715,0767007715,.26,1,.47,.51,31,25,2,2803,2,1,99,0,0,0,0,0,0,HI_327100,0,0,0,0,0,0,0,0,0,1604.69,177,12.57,0,13.55,23.66,11.03,0,1207,33,30.5,.75,.4521,7670,7715
7715,7753,771507753,0771507753,.25,2,.46,.49,31,25,2,2803,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,1561.78,133,11.97,0,12.82,23.01,8.52,0,1207,33,30.75,.75,.4521,7715,7753
7716,7702,770207716,0770207716,.13,1,.21,.32,31,23,2,3317,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,3241.28,219,11.34,0,17.08,17.47,6.76,0,0,38,25.28,.75,.4521,7702,7716
7716,7738,771607738,0771607738,.14,2,.21,.23,31,23,2,3317,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,1979.52,178,6.93,0,7.55,12.65,8.99,0,0,38,35.44,.75,.4521,7716,7738
7717,7678,767807717,0767807717,.25,1,.46,.54,42,33,2,3655,2,1,99,0,0,0,0,78,1078002,HI_210031,31000,33000,0,0,0,3819,0,16787,0,2812.93,172,21.57,29.28,25.15,32.68,6.11,0,0,32,27.44,.75,.4521,7678,7717
7717,7681,768107717,0768107717,.75,1,1.8,1.82,31,46,1,985,2,1,99,0,0,0,0,0,0,HI_880005,0,0,0,0,0,0,0,0,0,444.93,24,13.35,0,13.51,29.9,5.39,5445,0,25,24.67,.85,.4521,7681,7717
7717,7796,771707796,0771707796,.48,2,.9,.96,42,33,1,1800,2,1,99,0,0,0,0,78,1078002,X,0,0,0,0,0,0,0,0,0,1122.52,130,16.84,0,18.04,28.94,11.58,0,0,32,29.93,.75,.4521,7717,7796
7718,7682,768207718,0768207718,.34,1,.56,.61,31,32,1,2097,2,1,99,0,0,1,1,564,1564002,X,0,0,0,0,0,0,0,0,0,1349.69,130,12.6,0,13.62,21.16,9.63,0,0,36,33.49,.75,.4521,7682,7718
7718,7686,768607718,0768607718,.18,1,.35,.35,31,42,1,1715,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,251.87,37,1.47,0,1.47,10.01,14.69,0,0,31,30.77,.85,.4521,7686,7718
7718,7749,771807749,0771807749,.37,2,.61,.78,31,32,1,2097,2,1,99,0,0,1,1,564,1564002,X,0,0,0,0,0,0,0,0,0,1834.26,150,18.65,0,23.82,27.24,8.18,0,0,36,28.36,.75,.4521,7718,7749
7718,7765,771807765,0771807765,.29,2,.57,.57,31,42,1,1715,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,355.46,14,3.38,0,3.38,16.3,3.94,0,0,31,30.84,.85,.4521,7718,7765
7719,7662,766207719,0766207719,.34,1,.66,.66,31,42,1,1715,2,1,18,0,0,0,0,0,0,FD_109113,0,0,0,0,0,0,0,0,0,517.12,13,5.69,0,5.7,18.91,2.51,0,0,31,30.94,.85,.4521,7662,7719
7719,7789,771907789,0771907789,.41,2,.79,.79,31,42,1,1715,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,581.13,15,7.65,0,7.68,22.67,2.58,0,0,31,30.89,.85,.4521,7719,7789
7720,7709,770907720,0770907720,.11,1,.18,.24,42,23,3,5306,2,1,99,0,0,0,0,515,1515007,X,0,0,0,0,0,0,0,0,0,4687.97,348,14.06,0,19.05,21.57,7.42,0,307,38,27.36,.75,.4521,7709,7720
7720,7728,772007728,0772007728,.15,2,.23,.25,42,23,3,5306,2,1,99,0,0,0,0,515,1515007,FD_105196,42500,45000,2872,45,14,2931,59,23108,489,3320.46,346,12.73,11.24,14.08,22.5,10.42,0,307,38,34.36,.75,.4521,7720,7728
7721,7598,759807721,0759807721,.75,1,1.26,2.34,42,24,3,4442,2,1,99,0,0,1,1,60,1060003,X,0,0,0,0,0,0,0,0,0,5047.03,433,105.99,0,196.67,173.11,8.58,0,0,36,19.37,.75,.4521,7598,7721
7721,7750,772107750,0772107750,.24,2,.4,.45,42,24,3,4442,2,1,99,0,0,1,1,60,1060003,X,0,0,0,0,0,0,0,0,0,2878.21,423,19.19,0,21.49,33.17,14.7,0,0,36,31.89,.75,.4521,7721,7750
7722,7703,770307722,0770307722,.26,1,.66,.66,31,47,1,938,2,1,20,0,0,0,0,0,0,HI_327210,5700,6100,0,0,0,495,0,3467,0,100.12,0,1.1,5.44,1.1,10.32,0,0,0,24,23.94,.85,.4521,7703,7722
7722,7736,772207736,0772207736,.24,2,.6,.6,31,47,1,938,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,171.57,11,1.72,0,1.72,9.38,6.41,0,0,24,23.88,.85,.4521,7722,7736
7723,7706,770607723,0770607723,.23,1,.59,.59,31,47,1,938,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,325.07,17,3.2,0,3.21,9.26,5.23,0,0,24,23.72,.85,.4521,7706,7723
7723,7757,772307757,0772307757,.42,2,1.06,1.11,31,47,1,938,2,1,99,0,0,0,0,0,0,HI_323600,0,0,0,0,0,0,0,0,0,607.82,17,10.74,0,11.28,17.41,2.8,0,0,24,22.8,.85,.4521,7723,7757
7724,7695,769507724,0769507724,.38,1,.73,.73,31,42,1,1715,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,349.27,19,4.25,0,4.25,20.88,5.44,0,0,31,31.13,.85,.4521,7695,7724
7724,7786,772407786,0772407786,.88,2,1.71,1.72,31,42,1,1715,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,620.56,17,17.69,0,17.77,49.13,2.74,0,0,31,30.89,.85,.4521,7724,7786
7725,7644,764407725,0764407725,.5,1,.97,1,31,42,1,1715,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,945.06,102,15.28,0,15.68,28.47,10.79,0,0,31,30.23,.85,.4521,7644,7725
7725,7651,765107725,0765107725,1.01,1,1.95,1.95,31,42,1,1715,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,72.07,5,2.34,0,2.34,55.75,6.94,0,0,31,30.98,.85,.4521,7651,7725
7725,7751,772507751,0772507751,.2,2,.39,.59,31,42,1,1715,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,1972.71,109,12.82,0,19.27,16.75,5.53,0,0,31,20.7,.85,.4521,7725,7751
7726,7683,772607683,0772607683,.25,2,.23,.25,31,12,3,13672,0,1,99,0,0,1,1,55,1055001,X,0,0,0,0,0,0,0,0,0,7775.04,907.65,29.8,0,31.96,56.21,11.67,0,0,65,60.59,.7,.4521,7683,7726
7727,7712,771207727,0771207727,.19,1,.43,.44,31,45,1,1231,2,1,99,0,0,0,0,0,0,HI_327480,2300,2400,0,0,0,128,0,977,0,565.84,7,4.06,.92,4.11,8.93,1.24,0,0,27,26.37,.85,.4521,7712,7727
7727,7733,772707733,0772707733,.15,2,.34,.36,31,45,1,1231,2,1,99,0,0,0,0,0,0,X,0,0,0,0,0,0,0,0,0,819.72,13,4.65,0,4.91,7.37,1.59,0,0,27,25.32,.85,.4521,7727,7733
7727,7769,772707769,0772707769,.25,2,.56,.56,31,45,1,1231,2,1,99,0,0,1,1,0,0,X,0,0,0,0,0,0,0,0,0,363.9,13,3.4,0,3.4,11.51,3.57,0,0,27,27.02,.85,.4521,7727,7769
7727,9045,904507727,0904507727,.18,1,.4,.4,31,45,1,1231,2,1,99,0,0,1,1,0,0,X,0,0,0,0,0,0,0,0,0,503.57,30,3.36,0,3.38,8.27,5.96,0,0,27,26.67,.85,.4521,7727,9045
7728,7720,772007728,0772007728,.15,1,.23,.29,42,23,3,5306,2,1,99,0,0,0,0,515,1515007,FD_105196,42500,45000,3650,69,18,3738,87,21892,509,4375.67,319,16.77,14.33,21.45,26.01,7.29,0,307,38,29.72,.75,.4521,7720,7728
7728,7737,772807737,0772807737,.13,2,.21,.23,42,23,3,5306,2,1,99,0,0,0,0,515,1515007,X,0,0,0,0,0,0,0,0,0,3280.91,345,11.48,0,12.65,20.46,10.52,0,307,38,34.39,.75,.4521,7728,7737
7729,7708,770807729,0770807729,.14,1,.23,.48,31,32,1,2097,2,1,99,0,0,1,1,28,1028003,X,0,0,0,0,0,0,0,0,0,2568.38,123,9.85,0,20.35,16.61,4.79,0,0,36,17.42,.75,.4521,7708,7729
